NUM   TIPO   MODIF  MI ANOI MF ANOF
 323 GTMIN     4.08 11 2027          
 203 POTEF    85.38 10 2023          C. ROCHA
 203 FCMAX    76.13 10 2023 11 2023  
 203 TEIFT     0.00 10 2023 11 2023  
 203 GTMIN    64.99 10 2023 11 2023  
 203 FCMAX   100.00 12 2023  5 2025  
 203 IPTER    20.72 12 2023  5 2025  
 203 GTMIN    67.00 12 2023  5 2025  
 203 FCMAX     0.00  6 2025          
 324 POTEF    11.50 10 2025          CANTA
 324 GTMIN     4.08 10 2025  8 2027  
 324 GTMIN    11.03  9 2027 10 2027  
 324 GTMIN     4.08 11 2027          
  73 POTEF   165.87 10 2023          GERAMAR I
  73 FCMAX    95.98 10 2023 11 2023  
  73 TEIFT     0.00 10 2023 11 2023  
  73 FCMAX    96.00 12 2023          
  70 POTEF   165.87 10 2023          GERAMAR II
  70 FCMAX    95.98 10 2023 11 2023  
  70 TEIFT     0.00 10 2023 11 2023  
  70 FCMAX    96.00 12 2023          
 325 POTEF    56.95 10 2025          HF S JOAQUIM
 325 GTMIN    25.71 10 2025  8 2027  
 325 GTMIN    26.50  9 2027  9 2027  
 325 GTMIN    42.35 10 2027 10 2027  
 325 GTMIN    25.71 11 2027          
 326 POTEF   140.83 10 2025          JAGUATIRI II
 326 GTMIN    90.60 10 2025 10 2025  
 326 GTMIN    61.16 11 2025 11 2025  
 326 GTMIN    36.58 12 2025 12 2025  
 326 GTMIN    44.15  1 2026  1 2026  
 326 GTMIN    44.97  2 2026  2 2026  
 326 GTMIN    43.71  3 2026  3 2026  
 326 GTMIN    44.03  4 2026  4 2026  
 326 GTMIN    37.75  5 2026  5 2026  
 326 GTMIN    35.86  6 2026  6 2026  
 326 GTMIN    49.93  7 2026  7 2026  
 326 GTMIN    72.19  8 2026  8 2026  
 326 GTMIN   104.65  9 2026  9 2026  
 326 GTMIN   135.24 10 2026 10 2026  
 326 GTMIN    96.54 11 2026 11 2026  
 326 GTMIN    56.43 12 2026 12 2026  
 326 GTMIN    71.24  1 2027  1 2027  
 326 GTMIN    52.36  2 2027  2 2027  
 326 GTMIN    46.25  3 2027  3 2027  
 326 GTMIN    72.22  4 2027  4 2027  
 326 GTMIN    40.24  5 2027  5 2027  
 326 GTMIN    38.89  6 2027  6 2027  
 326 GTMIN    92.41  7 2027  7 2027  
 326 GTMIN   125.96  8 2027  8 2027  
 326 GTMIN   135.24  9 2027 10 2027  
 326 GTMIN   133.16 11 2027 11 2027  
 326 GTMIN    91.96 12 2027          
 204 POTEF    75.48 10 2023          JARAQUI
 204 FCMAX    83.47 10 2023 11 2023  
 204 TEIFT     0.00 10 2023 11 2023  
 204 GTMIN    62.99 10 2023  4 2025  
 204 FCMAX    86.95 12 2023  4 2025  
 204 FCMAX     0.00  5 2025          
 327 POTEF    42.25 10 2025          M.CRISTO SUC
 327 FCMAX    96.49 10 2025          
 205 POTEF    73.40 10 2023          MANAUARA
 205 FCMAX    89.67 10 2023 10 2023  
 205 TEIFT     0.00 10 2023 11 2023  
 205 GTMIN    65.81 10 2023 10 2023  
 205 FCMAX    87.19 11 2023 11 2023  
 205 GTMIN    63.99 11 2023 11 2023  
 205 FCMAX   100.00 12 2023          
 205 IPTER     0.39 12 2023          
 205 GTMIN    71.28 12 2023          
 264 POTEF   162.91  1 2027          MANAUS I
 264 GTMIN    54.48  1 2027  3 2027  
 264 GTMIN    50.28  5 2027  5 2027  
 264 GTMIN   155.65  6 2027          
 212 POTEF   518.80 10 2023          MARANHAO III
 212 FCMAX    97.69 10 2023 10 2023  
 212 TEIFT     0.00 10 2023 11 2023  
 212 GTMIN   490.00 10 2023 11 2023  
 212 FCMAX    97.67 11 2023 11 2023  
 212 FCMAX   100.00 12 2023          
 212 GTMIN   483.00  6 2024 11 2024  
 212 GTMIN   483.84  6 2025 11 2025  
 212 GTMIN   483.00  6 2026 11 2026  
 212 GTMIN   483.00  6 2027 11 2027  
  36 POTEF   337.60 10 2023          MARANHAO IV
  36 FCMAX    98.44 10 2023 10 2023  
  36 TEIFT     0.00 10 2023 11 2023  
  36 GTMIN    18.48 10 2023 10 2023  
  36 FCMAX    98.46 11 2023 11 2023  
  36 FCMAX   100.00 12 2023          
  21 POTEF   337.60 10 2023          MARANHAO V
  21 FCMAX    98.44 10 2023 10 2023  
  21 TEIFT     0.00 10 2023 11 2023  
  21 GTMIN    18.48 10 2023 10 2023  
  21 FCMAX    98.46 11 2023 11 2023  
  21 FCMAX   100.00 12 2023          
 140 POTEF   590.75 10 2023          MAUA 3
 140 FCMAX    93.59 10 2023 10 2023  
 140 TEIFT     0.00 10 2023 11 2023  
 140 GTMIN   264.00 10 2023 12 2023  
 140 FCMAX    91.08 11 2023 11 2023  
 140 FCMAX    98.69 12 2023          
 140 GTMIN   266.94  1 2024  1 2024  
 140 GTMIN   264.00  2 2024  9 2024  
 140 GTMIN   321.02 10 2024 10 2024  
 140 GTMIN   326.44 11 2024 11 2024  
 140 GTMIN   286.32 12 2024 12 2024  
 140 GTMIN   305.61  1 2025  1 2025  
 140 GTMIN   283.21  2 2025  2 2025  
 140 GTMIN   264.00  3 2025  3 2025  
 140 GTMIN   298.66  4 2025  4 2025  
 140 GTMIN   397.48  5 2025  5 2025  
 140 GTMIN   373.53  6 2025  6 2025  
 140 GTMIN   479.12  7 2025  1 2026  
 140 GTMIN   264.00  2 2026  2 2026  
 140 GTMIN   479.12  3 2026  5 2026  
 140 GTMIN   408.37  6 2026  6 2026  
 140 GTMIN   479.12  7 2026  5 2027  
 140 GTMIN   439.50  6 2027  6 2027  
 140 GTMIN   479.12  7 2027          
  46 POTEF   178.21 10 2023 12 2024  N.VENECIA 2
  46 FCMAX    98.07 10 2023 10 2023  
  46 TEIFT     0.00 10 2023 11 2023  
  46 FCMAX    98.09 11 2023 11 2023  
  46 FCMAX    99.99 12 2023 12 2024  
  46 POTEF   270.47  1 2025          N.VENECIA 2
  46 FCMAX   100.00  1 2025          
  46 IPTER     6.44  1 2025          
  46 TEIFT     6.05  1 2025          
  46 GTMIN    79.85  6 2025  6 2025  
  46 GTMIN    81.09  7 2025 11 2025  
  46 GTMIN    79.85  6 2026  6 2026  
  46 GTMIN    81.09  7 2026 11 2026  
  46 GTMIN    79.85  6 2027  6 2027  
  46 GTMIN    81.09  7 2027 11 2027  
 240 POTEF   604.52  8 2025          NT BARCARENA
 240 GTMIN   580.83  8 2025 12 2025  
 240 GTMIN   580.83  7 2026 12 2026  
 240 GTMIN   580.83  7 2027          
 228 POTEF     5.54 12 2025          O. CANOAS 1
 228 GTMIN     2.25 12 2025          
 328 POTEF    11.55 10 2025          PALMAPLAN 2
 328 GTMIN    11.28  9 2027 10 2027  
 116 POTEF    56.28 10 2023          PARNAIBA IV
 116 TEIFT     0.00 10 2023 11 2023  
 116 IPTER     2.16  1 2026  6 2026  
 116 FCMAX    96.01  7 2026          
 116 IPTER     4.30  7 2026          
 116 TEIFT     5.50  7 2026          
 239 POTEF   385.75 10 2023          PARNAIBA V
 239 FCMAX    94.70 10 2023          
 239 TEIFT     0.00 10 2023 11 2023  
 239 GTMIN    19.26 10 2023 10 2023  
 329 POTEF    11.50 10 2025          PAU RAINHA
 329 GTMIN     4.08 10 2025  8 2027  
 329 GTMIN    11.03  9 2027 10 2027  
 329 GTMIN     4.08 11 2027          
 207 POTEF    73.40 10 2023          PONTA NEGRA
 207 FCMAX    87.19 10 2023 11 2023  
 207 TEIFT     0.00 10 2023 11 2023  
 207 GTMIN    63.99 10 2023 11 2023  
 207 FCMAX    89.92 12 2023          
 207 IPTER     0.53 12 2023          
 207 GTMIN    64.00 12 2023          
 176 POTEF   360.14 10 2023          PORTO ITAQUI
 176 FCMAX   100.00 10 2023          
 176 TEIFT     0.00 10 2023 11 2023  
 330 POTEF    11.50 10 2025          SANTA LUZ
 330 GTMIN     4.08 10 2025  8 2027  
 330 GTMIN    11.03  9 2027 10 2027  
 330 GTMIN     4.08 11 2027          
 209 POTEF    93.04 10 2023          TAMBAQUI
 209 FCMAX    67.71 10 2023 11 2023  
 209 TEIFT     0.00 10 2023 11 2023  
 209 GTMIN    62.99 10 2023  4 2025  
 209 FCMAX    70.54 12 2023  4 2025  
 209 FCMAX     0.00  5 2025          
